Número;Cliente (Completo);Serviço (2º Nível);Status;Esforço estimado;Tempo trabalhado;Andamento;Data da última ação;Tipo de faturamento;Responsável;Account Manager ;Aberto em;Resolvido em;Vencimento em;Assunto;Serviço (3º Nível)
11359;JEM SYSTEM;Azure;Fechado;36;07:09:00;100%;28/05/2025;PRIME;Eduardo Kochhann;Juliana Santos;10/04/2025;28/05/2025;23/05/2025;JEM SEGURANÇA - Azure Files POC;Criação e Configuração Storage Account - Blob, File Share, Queues ou Tables
11126;GS Inima Brasil;M365;Fechado;10;00:02:00;;09/04/2025;Engajamento;Eduardo Kochhann;Eder Rodrigues;28/03/2025;09/04/2025;;GS INIMA , THREAT PROTECTION ENGAGEMENT;Engajamento - Threat protection engagement
11133;RECORD;M365;Em atendimento;10;00:03:00;75%;03/06/2025;Engajamento;Eduardo Kochhann;Diogo Lima;28/03/2025;;25/06/2025;RECORD, Data Security Engagement;Engajamento - Data security
11160;NEWFIELDS BRASIL;M365;Fechado;42;00:11:00;;28/05/2025;Faturar no inicio do projeto;Eduardo Kochhann;Denilson Barboza;31/03/2025;28/05/2025;;NewFields Brasil, Implementação de DLP;Desenvolvimento e implementação de projeto DLP e AIP (MIP)
11130;Cerradinho;M365;Fechado;20;21:17:00;100%;27/05/2025;Engajamento;Gabriel de Menezes;Mateus Silva;28/03/2025;27/05/2025;12/05/2025;CERRADINHO - DATA SECURITY ENGAGEMENT;Engajamento - Data security
11131;Cerradinho;M365;Fechado;20;19:08:00;100%;12/06/2025;Engajamento;Gabriel de Menezes;Mateus Silva;28/03/2025;12/06/2025;12/05/2025;THREAT PROTECTION ENGAGEMENT - CERRADINHO;Engajamento - Threat protection engagement
11127;REDE OBA HORTIFRUTI;M365;Fechado;40;32:43:00;100%;27/05/2025;Engajamento;Gabriel de Menezes;Edison Sprandel;28/03/2025;27/05/2025;12/05/2025;OBA, Incentivo Data Security;Engajamento - Threat protection engagement
10870;GNG Fundações;M365;Fechado;55;21:05:00;100%;30/04/2025;PRIME;Gabriel de Menezes;Juliana Santos;17/03/2025;30/04/2025;25/04/2025;GNG CONSTRUCOES, 60 M365 BB BS + PRIME - MIGRAÇÃO GMAIL;Migracao E-mails IMAP para M365
11362;PLANALTO SOLUÇÕES IMOBILIARIAS;M365;Em atendimento;80;04:35:00;5%;18/06/2025;Descontar do PLUS no inicio do projeto;Gabriel de Menezes;Gustavo Moyses;10/04/2025;;30/06/2025;PLANALTO SOLUÇÕES IMOB / MIGRAÇÃO M365 (Godaddy) p/ M365 - 285 usuários;Migracao de tenant para tenant
10505;Novo Cliente Projetos;M365;Fechado;28;35:47:00;100%;23/04/2025;Faturar no inicio do projeto;Gabriel de Menezes;Caio D'Agostini;24/02/2025;23/04/2025;15/04/2025;HPRO - Migração de e-mails Bluest One;Migracao E-mails IMAP para M365
10013;Doctor Clin Operadora de Planos de Saúde;M365;Fechado;45;15:00:00;25%;11/04/2025;Faturado em outro projeto.;Gabriel de Menezes;Denilson Barboza;30/01/2025;11/04/2025;16/04/2025;DOCTOR CLIN - INTUNE;Desenvolvimento e implementação de projeto INTUNE
10178;JUSTNEW TECNOLOGIA;Azure;Fechado;1;00:30:00;;11/02/2025;PRIME;Daniel Modolin;Cleber Bastos;07/02/2025;11/02/2025;;JUST NEW, Upgrade VM Azure 2;Atualização/Upgrade de ambiente
11223;INSTITUTO MONITOR;Azure;Aguardando;22;19:18:00;25%;17/06/2025;PRIME;Mateus Augusto;Juliana Santos;02/04/2025;;30/06/2025;INSTITUTO MONITOR, Azure;
10973;FOSNOR - GALVANI;Azure;Fechado;24;20:43:00;100%;15/05/2025;Descontar do PLUS no inicio do projeto;Mateus Augusto;Tatiana Lesnieski;20/03/2025;15/05/2025;09/05/2025;GALVANI, Azure Devops;Desenvolvimento e implementação de projeto Devops
11052;PRO - LINHAS;Data e Power;Fechado;6;04:30:00;100%;14/04/2025;Descontar do PLUS no inicio do projeto;Mateus Augusto;Gustavo Moyses;25/03/2025;14/04/2025;14/04/2025;PRO-LINHAS NORDESTE / FABRIC;Desenvolvimento e implementação de projeto Data
11105;Artabas;Azure;Fechado;20;18:46:00;100%;23/04/2025;Faturar no inicio do projeto;René Pretto de Braga ;Eder Rodrigues;28/03/2025;23/04/2025;25/04/2025;ARTABAS , AMBIENTE BOLHA SAP AZURE;Atualização/Upgrade de ambiente
10695;TRIUNFO;Azure;Fechado;24;14:31:00;100%;15/04/2025;Faturar no inicio do projeto;René Pretto de Braga ;Diogo Lima;06/03/2025;15/04/2025;11/04/2025;TRIUNFO, Projeto Migração Storage (10TB);Desenvolvimento e implementação de projeto de Migração de Banco de Dados
10764;IPM SISTEMAS;Azure;Fechado;8;09:34:00;75%;28/05/2025;Faturar no inicio do projeto;René Pretto de Braga ;Gustavo Moyses;11/03/2025;28/05/2025;25/04/2025;IPM SISTEMAS / EMBEDDED 2;Desenvolvimento e implementação de projeto Virtual Desktop
10067;PHARLAB INDUSTRIA FARMACEUTICA S.A;Azure;Fechado;20;09:55:00;100%;10/02/2025;Faturar no inicio do projeto;René Pretto de Braga ;Cleber Bastos;03/02/2025;10/02/2025;10/02/2025;PHARLAB, AZURE BACKUP (RA-GRS-US);Migracao Workload On Premises para Azure
10073;BIB;M365;Fechado;40;62:38:00;100%;26/05/2025;Descontar do PLUS no inicio do projeto;Luciano Seabra;Eder Rodrigues;03/02/2025;26/05/2025;31/03/2025;BANCO INDUSTRIAL DO BRASIL , CONSULTORIA EM MDM INTUNE (UTILIZAM M365 E3);Desenvolvimento e implementação de projeto INTUNE
10651;Novo Cliente Projetos;M365;Fechado;120;39:43:00;100%;02/04/2025;PRIME;Luciano Seabra;Thiago Alcantara;05/03/2025;02/04/2025;31/03/2025;Droga Fonte - MS365;Migracao E-mails IMAP para M365
10631;JEM SYSTEM;M365;Em atendimento;201;75:50:00;50%;17/06/2025;PRIME;Luciano Seabra;Juliana Santos;28/02/2025;;30/06/2025;JEM - M365  Teams Premium + Apps for Business + serviço;Migracao de tenant para tenant
10413;TW TRANSPORTES E LOGISTICA LTDA;M365;Fechado;150;70:35:00;100%;31/03/2025;PRIME;Luciano Seabra;Eder Rodrigues;19/02/2025;31/03/2025;31/03/2025;TW TRANSPORTES, Migração Google/365;Migracao E-mails IMAP para M365
10440;ASA Investments;M365;Fechado;20;04:00:00;;28/02/2025;Faturado em outro projeto.;Luciano Seabra;Erika Okada;20/02/2025;28/02/2025;28/02/2025;ASA, configuração de politica;Assessment de Segurança
11262;CAFÉ 3 CORAÇÕES;M365;Fechado;20;26:01:00;100%;27/05/2025;Engajamento;Luciano Seabra;Cleber Bastos;04/04/2025;27/05/2025;12/05/2025;SANTACLARA, Threat Protection Engagement;Engajamento - Threat protection engagement
11263;CAFÉ 3 CORAÇÕES;M365;Fechado;20;00:24:00;100%;30/05/2025;Engajamento;Luciano Seabra;Cleber Bastos;04/04/2025;30/05/2025;12/05/2025;SANTACLARA, Data Security;Engajamento - Data security
11264;TOZZINI FREIRE;M365;Fechado;20;33:55:00;100%;30/05/2025;Engajamento;Luciano Seabra;Diogo Lima;04/04/2025;30/05/2025;29/05/2025;TOZZINI FREIRE, THREAT PROTECTION ENGAGEMENT;Engajamento - Threat protection engagement
10038;GDM;M365;Fechado;93;30:32:00;100%;31/03/2025;Faturar no inicio do projeto;Tadeu Trajano;Erika Okada;31/01/2025;31/03/2025;31/03/2025;GDM- Migração KWS- Sharepoint;Desenvolvimento e implementação de projeto de migração para Sharepoint
10137;Pochteca;M365;Fechado;0;01:31:00;100%;24/02/2025;Faturado em outro projeto.;Tadeu Trajano;Juliana Santos;05/02/2025;24/02/2025;;Pré engajamento Coremal - Threat Protection Engagement;Assessment de Segurança
10407;SOU.cloud;M365;Em atendimento;;20:51:00;;18/06/2025;;Tadeu Trajano;;19/02/2025;;30/06/2025;Projeto Copilot SOU;Demandas Internas
11215;CAMPOS MELLO ADVOGADOS;M365;Fechado;12;05:02:00;100%;04/06/2025;Faturado em outro projeto.;Tadeu Trajano;Thiago Alcantara;02/04/2025;04/06/2025;25/07/2025;Campos Mello - Microsoft Defender for Office 365 P2 (Segurança Office 365) 12 horas;Desenvolvimento e implementação de projeto DEFENDER
11218;CAMPOS MELLO ADVOGADOS;M365;Aguardando;35;00:01:00;;28/04/2025;Faturado em outro projeto.;Tadeu Trajano;Thiago Alcantara;02/04/2025;;18/07/2025;Campos Mello - Microsoft Defender for Endpoint - Estimativa de 35 horas;Desenvolvimento e implementação de projeto DEFENDER
11219;CAMPOS MELLO ADVOGADOS;M365;Aguardando;45;00:01:00;;28/04/2025;Faturado em outro projeto.;Tadeu Trajano;Thiago Alcantara;02/04/2025;;05/08/2025;Campos Mello - Implementação Campanha de Phishing | Estimativa de até 45 horas;Desenvolvimento e implementação de projeto DLP e AIP (MIP)
11220;CAMPOS MELLO ADVOGADOS;M365;Aguardando;40;00:03:00;;27/05/2025;Faturado em outro projeto.;Tadeu Trajano;Thiago Alcantara;02/04/2025;;30/06/2025;Campos Mello - FAST.track 40 horas;Assessment de Segurança
10946;BILD;M365;Fechado;20;31:32:00;100%;27/05/2025;Engajamento;Tadeu Trajano;Mateus Silva;19/03/2025;27/05/2025;21/05/2025;BILD threat protection engagement;Engajamento - Threat protection engagement
11124;ENFORCE GESTAO DE ATIVOS S.A.;M365;Aguardando;10;04:33:00;5%;16/06/2025;Engajamento;Tadeu Trajano;Thiago Alcantara;28/03/2025;;27/06/2025;Enforce Data Security Engagement;Engajamento - Data security
11125;ENFORCE GESTAO DE ATIVOS S.A.;M365;Aguardando;10;03:02:00;;16/06/2025;Engajamento;Tadeu Trajano;Thiago Alcantara;28/03/2025;;27/06/2025;Enforce- Threat Protection Engagement;Engajamento - Threat protection engagement
11000;CAIXA RESIDENCIAL;M365;Fechado;20;04:01:00;100%;28/05/2025;Engajamento;Tadeu Trajano;Diogo Lima;21/03/2025;28/05/2025;30/05/2025;CAIXA RESIDENCIAL, Threat Protection Engagement;Engajamento - Threat protection engagement
11013;CAIXA RESIDENCIAL;M365;Fechado;20;05:01:00;100%;27/05/2025;Engajamento;Tadeu Trajano;Diogo Lima;24/03/2025;27/05/2025;30/05/2025;CAIXA RESIDENCIAL, Data Security Engagement;Engajamento - Data security
11128;SICOOB CREDICERIPA;M365;Fechado;20;23:02:00;100%;16/06/2025;Engajamento;Tadeu Trajano;Erika Okada;28/03/2025;16/06/2025;24/06/2025;THREAT PROTECTION -CREDICERIPA - incentivos;Engajamento - Threat protection engagement
11129;SICOOB CREDICERIPA;M365;Fechado;20;04:03:00;100%;16/06/2025;Engajamento;Tadeu Trajano;Erika Okada;28/03/2025;16/06/2025;24/06/2025;CREDICERIPA, DATA ENGAGEMENT - incentivos;Engajamento - Data security
11132;BILD;M365;Fechado;20;12:02:00;100%;27/05/2025;Engajamento;Tadeu Trajano;Mateus Silva;28/03/2025;27/05/2025;26/05/2025;BILD data security engagement;Engajamento - Data security
11157;CAMPOS MELLO ADVOGADOS;M365;Aguardando;100;00:01:00;;28/04/2025;Faturar no inicio do projeto;Tadeu Trajano;Thiago Alcantara;31/03/2025;;01/07/2025;Campos Mello - Implementação do Microsoft Defender for Identity | Estimativa de 100 horas;Desenvolvimento e implementação de projeto DEFENDER
11031;SUPLEY;Data e Power;Em atendimento;188;07:48:00;5%;17/06/2025;Faturar no inicio do projeto;Vitória Germann;Mateus Silva;24/03/2025;;;SUPLEY melhoria na preparação de dados para bi - Vitória;Desenvolvimento e implementação de projeto Data
10606;CAMPOS MELLO ADVOGADOS;Data e Power;Fechado;15;20:57:00;100%;28/03/2025;Descontar do PLUS no inicio do projeto;Helen Machado;Thiago Alcantara;27/02/2025;28/03/2025;25/03/2025;CAMPOS MELLO - APPS;Desenvolvimento e implementação de projeto Power App
10388;Cerradinho;Data e Power;Fechado;18;20:01:00;;31/03/2025;Faturar no inicio do projeto;CDB Data Solutions;Mateus Silva;18/02/2025;31/03/2025;;CERRADINHO upgrade portal embedded cdb;Desenvolvimento e implementação de projeto Power BI Embedded
10635;Marilan;Data e Power;Fechado;10;04:22:00;;31/03/2025;Faturar no inicio do projeto;CDB Data Solutions;Mateus Silva;28/02/2025;31/03/2025;;MARILAN horas cdb;Desenvolvimento e implementação de projeto Power BI Embedded
9957;IDEVER INTELIGENCIA DIGITAL LTDA;Azure;Em atendimento;32;33:12:00;75%;13/05/2025;Faturado em outro projeto.;CDB Data Solutions;Gustavo Moyses;28/01/2025;;;IDEVER  / ADEQUAÇÃO AMBIENTE AZURE;
11343;SUPLEY;Data e Power;Em atendimento;150;22:34:00;5%;17/06/2025;Faturado em outro projeto.;CDB Data Solutions;Mateus Silva;09/04/2025;;;SUPLEY melhoria na preparação de dados para bi - CDB;Desenvolvimento e implementação de projeto Data
10749;TOLI DISTRIBUIDORA;Data e Power;Fechado;22;20:06:00;;31/03/2025;Faturar no inicio do projeto;CDB Data Solutions;Eder Rodrigues;10/03/2025;31/03/2025;;TOLI DISTRIBUIDORA , SERVIÇOS POWER BI;Desenvolvimento e implementação de projeto Power BI Embedded
11014;TENDA ATACADO;M365;Fechado;10;34:21:00;100%;27/05/2025;Engajamento;Carla Teixeira;Diogo Lima;24/03/2025;27/05/2025;26/05/2025;TENDA ATACADO, Data Security Engagement;Engajamento - Data security
10999;TENDA ATACADO;M365;Fechado;10;40:31:00;100%;27/05/2025;Engajamento;Carla Teixeira;Diogo Lima;21/03/2025;27/05/2025;26/05/2025;TENDA ATACADO, Threat Protection Engagement;Engajamento - Threat protection engagement
11123;CAMPOS MELLO ADVOGADOS;Azure;Fechado;10;07:37:00;25%;29/04/2025;Engajamento;Matheus Pacheco;Thiago Alcantara;28/03/2025;29/04/2025;28/04/2025;CAMPOS MELLO - INCENTIVO;Migracao Workload On Premises para Azure
10364;MERCUR;Data e Power;Fechado;35;18:16:00;100%;13/03/2025;Descontar do PLUS no inicio do projeto;Felipe Neiva;Eder Rodrigues;17/02/2025;13/03/2025;13/03/2025;MERCUR , PREVENDAS ATUALIZAÇÃO PORTAL DE COMPRAS;Desenvolvimento e implementação de projeto Power App
11345;SUPLEY;Azure;Aguardando;80;41:07:00;75%;10/06/2025;Faturado em outro projeto.;Erick Alex;Mateus Silva;09/04/2025;;20/06/2025;SUPLEY melhoria na preparação de dados para bi - Erick;Desenvolvimento e implementação de projeto Defender for Cloud
10775;FSA SOLUCOES;Azure;Fechado;50;56:09:00;100%;30/05/2025;PRIME;Erick Alex;Thaise Albuquerque;11/03/2025;30/05/2025;30/05/2025;FSA - AZURE, Migração EA para CSP;Migracao de tenant CSP para EA
10726;TENDA ATACADO;Azure;Fechado;45;27:06:00;100%;25/03/2025;Faturar no final do projeto;Erick Alex;Diogo Lima;10/03/2025;25/03/2025;26/03/2025;TENDA ATACADO, Criação do Datalake no Azure;Criação e Configuração Storage Account - Blob, File Share, Queues ou Tables
12539;Novo Cliente Projetos;M365;Novo;;00:00:00;;16/06/2025;Engajamento;Eduardo Fernandes;;16/06/2025;;;FERROPORT, Incentivo Threat Protection;
12540;Novo Cliente Projetos;M365;Novo;;00:00:00;;16/06/2025;Engajamento;Eduardo Fernandes;;16/06/2025;;;FERROPORT, Incentivo Data Security;
11774;STELLA - ULTRA FILIAL;M365;Fechado;0;00:00:00;;21/05/2025;Faturar no final do projeto;Eduardo Fernandes;Erika Okada;06/05/2025;21/05/2025;;STELLA - Aditivo Proposta SOU-OP-008162 v2;Desenvolvimento e implementação de projeto de migração para Sharepoint
11704;SOU.cloud;Azure;Aguardando;;00:02:00;;07/05/2025;;Eduardo Kochhann;;02/05/2025;;;Reestruturação Lighthouse;Atualização/Upgrade de ambiente
12531;GRUPO SANMARTIN;M365;Novo;45;00:03:00;;17/06/2025;Descontar do PLUS no inicio do projeto;Eduardo Kochhann;Aline Mezzomo;16/06/2025;;15/07/2025;Máquinas Sanmartin - Etiquetas Office 365;Desenvolvimento e implementação de projeto DLP e AIP (MIP)
12438;Less Click;M365;Novo;10;00:02:00;;17/06/2025;Descontar do PLUS no inicio do projeto;Gabriel de Menezes;Eder Rodrigues;11/06/2025;;27/06/2025;LESS CLICK,FAST TRACK ADVANCED AZURE;Assessment de Segurança
12439;Metha;M365;Novo;10;00:02:00;;17/06/2025;Descontar do PLUS no inicio do projeto;Gabriel de Menezes;Eder Rodrigues;11/06/2025;;30/06/2025;METHA , FAST TRACK ADVANCED M365;Assessment de Segurança
12440;KPE Engenharia;M365;Novo;10;00:02:00;;17/06/2025;Descontar do PLUS no inicio do projeto;Gabriel de Menezes;Eder Rodrigues;11/06/2025;;07/07/2025;KPE ,FAST TRACK ADVANCED M365;Assessment de Segurança
12441;ADCE;M365;Novo;10;00:02:00;;17/06/2025;Descontar do PLUS no inicio do projeto;Gabriel de Menezes;Eder Rodrigues;11/06/2025;;11/07/2025;ADCE, FAST TRACK ADVANCED M365;Assessment de Segurança
